Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11113_36120?e=11|*|||,What is Density? (One-Minute Video Dictionary Series),This video defines density as the compactness or crowding together of parts. The concept of density is explained through examples of food and population.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11113_36123?e=12|*|||,What is Climate? (One-Minute Video Dictionary Series),"This video defines climate as the average variations of weather over long periods of time. Photos of different climates are shown, and the effects of climate upon lifestyle are explained.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11113_36236?e=13|*|||,What is a Catalyst? (One-Minute Video Dictionary Series),"In this short video, students will learn about the vocabulary word ""catalyst"". Catalyst is defined as 1. something that helps speed up or cause a reaction without being affected itself and 2. something that causes activity between 2 persons, forces, or animals without itself being affected. This is a ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11113_36239?e=14|*|||,What is Property? (One-Minute Video Dictionary Series),"In this short video, students will learn about the vocabulary word ""property"". Property is defined as 1. refers to something owned, 2. chemical: describes an object's or substance's ability to change into something new, 3. intellectual: consists of creations of the mind such as inventions, literary and ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11113_36242?e=15|*|||,What is Transform? (One-Minute Video Dictionary Series),"In this short video, students will learn about the vocabulary word ""transform"". Transform is defined as to make a major change in form, appearance, or nature. 'The Very Hungry Caterpillar' book is used as an example of transformation. This is a good resource to help students understand this concept in ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11113_36246?e=16|*|||,What is an Insulator? (One-Minute Video Dictionary Series),"In this short video, students will learn about the vocabulary word ""insulator"". Insulator is defined as 1. something that isolates or protects something else and 2. something that prevents electricity, heat or sound from escaping. Good examples are given (coat, coffee mug, feathers, fur, wall insulation, ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11113_36293?e=17|*|||,What Is a Circuit? (One-Minute Video Dictionary Series),"In this short video, students will learn about the vocabulary word ""circuit"". Circuit is defined as 1. a complete path around that begins and ends at the same place, 2. the complete path that electric current travels along, and 3. network of organizations or groups. Good examples are given and will help ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11113_36294?e=18|*|||,What is Develop? (One-Minute Video Dictionary Series),"In this short video, students will learn about the vocabulary word ""develop"". Develop is defined as 1. to come into being, 2. to grow stronger, and 3. to advance into a more complete state. Good examples are given (muscles, house plans, film). This is a good resource to introduce a new vocabulary word ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11113_36295?e=19|*|||,What is Perspective? (One-Minute Video Dictionary Series),"In this short video, students will learn about the vocabulary word ""perspective"". Perspective is defined as 1. a way things are seen from a particular point of view and 2. a mental view of a situation or idea. Good examples are given and will help upper elementary students understand this concept.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11113_36296?e=0|*|||,What is Potential? (One-Minute Video Dictionary Series),"In this short video, students will learn about the vocabulary word ""potential"". Potential is defined as 1. a certain skill that may be developed and 2. stored energy. Good examples are given of both definitions. This is a good resource to help upper elementary students understand this concept.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11287_36815?e=1|*|||,Decorating Cookies--Making Royal Icing,"This tutorial video gives step by step directions on how to make royal icing for decorating cookies. Ingredients needed are meringue powder, powdered sugar, water, flavoring, and corn syrup. This is a good resource for the beginning baker at home or at school in a life skills or home economics class.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11287_36836?e=2|*|||,Cookie and Cake Decorating-How To Fill A Piping Bag,This tutorial video gives strategies for filling up a piping bag with icing for decorating cookies or cakes. This is a good resource for the beginning baker at home or at school.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11287_36837?e=3|*|||,Cookie Decorating-How To Make Flood Icing for Decorating Cookies,This tutorial video gives step by step directions and ingredients to making flood icing for decorating cookies. Flooding is thinning icing so you can get a nice smooth cover on your cookies. This is a great resource for the beginning baker at home or at school.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11287_36838?e=4|*|||,"Cookie and Cake Decorating-Using A Piping Bag, Coupler and Tips","This short, tutorial video gives basic strategies for using a piping bag, coupler, and different numbered tips. This is a good resource for the beginning baker at home or at school.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11370_37139?e=5|*|||,Imagination Station: Make Your Own Bird Feeder,"This video will show you how to make your own bird feeder. Materials include the following: bird seed, lard, saucepan, mixing bowl, spoon, needle, string, twig, and empty yogurt container. This is a great activity for home and for school. This would be fun to use in after reading non-fiction texts about ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/11370_42437?e=6|*|||,How to Make a Milk Jug Bird Feeder,"This short video gives excellent step by step directions on how to make a bird feeder using simple household objects including the following: empty milk gallon jug, wire, dowel rod, and scissors. This would be a great project for home or for school. This project can help students make real world connections ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1325_61710?e=7|*|||,Extraordinary Octopus Takes To Land | The Hunt | BBC Earth,"Octopuses are marine animals, that live and breath underwater, so at low tide one would expect them to be imprisoned in rocky pools. This extraordinary species found in Northern Australia is like no other octopus, and land is no obstacle when hunting for crabs.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/13651_42889?e=8|*|||,Rolls - Lunch Ideas,Watch this video to learn to make both hot and cold tortillas. The tortillas are made step-by-step with helpful tips provided. These tortillas are good for lunches and light meals for people on the go.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/13651_42893?e=9|*|||,Making Vegetable Quesadillas,"Watch this video to learn to make delicious, fresh vegetable quesadillas. The quesadillas are made step-by-step in the video with helpful tips provided throughout the process.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/13845_43251?e=10|*|||,Grasshopper Sparrow Singing,"A secretive bird of North American grasslands, the grasshopper sparrow (Ammodramus savannarum) is more often heard than seen, as it emits its insect-like melody from dense grasses. The call, for which this species is named, consists of one or two chirps followed by a ‘buzzy’ trill, reminiscent of a grasshopper. ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/13942_1020?e=11|*|||,Night Flier- Sugar Gliders,"Sugar gliders are small, nocturnal marsupials from Australia that have ""wings"" to glide from tree to tree. By gliding and dining at night, they are safe from most predators.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/14409_24086?e=12|*|||,Producing Penicillin,"This video segment adapted from A Science Odyssey tells how two scientists, Howard Florey and Ernst Chain, used the research findings of Alexander Fleming to turn a natural compound, penicillin, into an effective treatment for bacterial infections. Their tests in mice and later in human patients demonstrated ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/14441_48890?e=13|*|||,Worm Habitat (Learn About Worm Life Cycle and Vermicomposting),"Mrs. Rice shows kids how to create a worm habitat out of a plastic tub. Kids learning about habitats and life cycles can see how worms live, eat, and multiply. Keeping worms for fertilizer is called vermicomposting - so kids will learn about that and the benefits of their own worm farm. Mrs. Rice uses ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1473_59264?e=14|*|||,"All About Insects: Bees, Butterflies, Ladybugs, Ants and Flies","Insects are everywhere! They're found on every continent including Antarctica, and nearly a million species of insects have been discovered! Since new insects are being discovered all the time, scientists suspect that millions more are just waiting for us to find them. You've probably seen plenty of ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1473_59265?e=15|*|||,10 Interesting Insects,"There are SO many kinds of Interesting Insects! Sometimes we call them BUGS. Insects all have 6 legs, 3 body parts, and an exoskeleton.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1473_63608?e=16|*|||,The Bug that Poops Candy,"What is an aphid? And why is it important in the ecosystem? This short TedEd video explains it all! This video could be used for a variety of lessons on photosynthesis, sugars and enzymes (ase and ose), ecosystems, and symbiosis (the ant and the aphid).",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1570_19200?e=17|*|||,The Scientific Method,Watch Dr. Science as he explains the steps of the scientific method and what scientists do when they encounter problems.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1570_19204?e=18|*|||,The Scientific Method,"This short video is narrated by neurologist Dr. Mark Lythgoe as discusses the importance of the scientific method. ""I get up every morning and look at the world differently because of what science has taught me. If I could teach the world one thing about science, it's got to be the scientific method.""",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1586_7851?e=19|*|||,ACT Test Prep - Science Passage 3,This is intended to help students working on taking the ACT test who have difficulty with the Science portion of the test. The Science section is usually the most misunderstood part of the ACT test and hopefully this video series will help students.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/158_26817?e=0|*|||,Sea Turtles Match Breathing to Dive Depths?,"A new study shows that leatherback turtle buoyancy is likely determined by the amount of air they inhale above the surface before they dive. Many animals exhale before they dive, but the leatherback descends with a lungful of air .",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/158_62002?e=1|*|||,5 Giant Ice Age Animals | Natural History for Kids,"12,000 years ago, the earth was very different, and so were some of the animals living on it!",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/158_62237?e=2|*|||,The Real Animals of Madagascar | Animal Science for Kids,"Jessi and Squeaks introduce you to the amazing, unusual animals, and plants from a place like nowhere else on earth.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/158_62990?e=3|*|||,How Animals Prepare for Winter and Survive the Cold,"Investigates various techniques developed by animals to prepare for winter and survive the cold. Explores the concepts of migration, hibernation, food storage, and adaptation, showing animals, as well as insects and a variety of birds.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1747_19838?e=4|*|||,"The Lever, a Simple Machine","This segment which offers information on the lever was clipped from Eureka!, a 1980 animated short series from Toronto.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1747_43952?e=5|*|||,3 Types of Levers,"This cartoon helps teach younger students about the three different types of levers. Some key vocabulary words include: lever, fulcrum, effort, force, and load.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1747_5153?e=6|*|||,How to Build a Catapult,"Building a catapult is simple, using a block of wood as a base, a plastic spoon as the arm, two push pins and a rubber band as the torsion energy. Assemble a simple catapult, using mini marshmallows as ammunition, with a demonstration from a science teacher in this video.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1747_56668?e=7|*|||,What is a Lever? Simple Machines | Mocomi Kids,"What is a lever? Find out about the lever, one of the most basic forms of a machine, which helps lift heavy objects with a lot less effort through this fun and animated learning module. (Background music is hard to hear.)",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1747_7232?e=8|*|||,How Levers Work,"Video describes the parts of a lever, vocabulary involved in a lever, and how a lever works by shifting the weight from end to end. 1:43",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/17656_23378?e=9|*|||,Inventoon - The Telephone,How did that telephone get in your pocket? This is a humorous one-minute animated overview of the history of the telephone.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/17656_36743?e=10|*|||,Alexander Graham Bell and the Telephone,This video shows how this Canadian invention came to be and its impact. There isn't any narrative and the starting ad may be a distraction.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1840_37070?e=11|*|||,Bytesize Science: This BITES! What's the Deal With Deet Insect Repellent?,Learn how insect repellent ingredients like DEET work to scare away those nasty mosquitoes.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/1925_2482?e=12|*|||,Short Documentary on Albert Einstein,"In this brief four-minute documentary,you'll learn that one of the greatest scientists of the 20th century was a mediocre student who cut classes. You'll also learn that Albert Einstein wrote to President Franklin Roosevelt to urge ""watchfulness..and quick action to beat Germany to the atomic bomb"".",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19725_37037?e=13|*|||,Bytesize Science: The e-Nose: Scientists Try to Develop An Electronic Sniffer,"In this video, students will find out that scientists are sniffing around for a way to develop an electronic nose. For almost 25 years, chemists and other scientists have tried to build a machine that can take a whiff of the air, food or other objects and say whether the odor is nasty or nice. Such a ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19725_37065?e=14|*|||,Bytesize Science: Super Buoyant: New Materials Could Make a Horse Float!,"In this video, students will learn that researchers in China are reporting the development of miniature super-bouyant boats that float better than anything else out there. These boats float so well that an ordinary life preserver made from the same material might support a horse without sinking.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19725_37130?e=15|*|||,"Chemistry: Is that ""Priceless"" Painting the Real Deal or a Cheap Fake?","When it comes to detecting art forgery, the stakes are high. Paintings and sculptures carry price tags of tens or hundreds of millions of dollars. A chemical analysis can validate the price, or trash it. In this episode of ChemMatters, find out about the scientific techniques, many based on chemistry, ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19725_59391?e=16|*|||,Your Family Tree Explained,"This video walks you through and explains your family tree. It breaks down a family tree into an easy to understand diagram. Making it easy to learn, for a fun project at home or in the classroom.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19725_59659?e=17|*|||,How An Igloo Keeps You Warm,"If you ever find yourself stranded in the snowy Arctic (or bored in Minecraft), you’re gonna need to know how to build an igloo. But how can building a house made of ice keep you warm? The science behind building an igloo is the same reason that otters and reindeer don't freeze to death!",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19725_63013?e=18|*|||,9 Astronomical Events That Will Happen In Your Lifetime,In today’s video 'Smart Banana' will be talking about the calendar of the most recent and upcoming cosmic events that most of us can witness in our lifetime. Are you curious to know when the planets align?,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19725_63552?e=19|*|||,Evolution and the Zombie Apolcalypse,"This is an introduction to my biology lesson on evolution, with an explanation for why I use the zombie apocalypse as an approach for teaching the concepts of evolving and adapting to a new environment.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19725_64406?e=0|*|||,BrainPOP - 3D Printing,"In this educational, animated video for students aged 7-14 Tim and Moby explain the ins and outs of amazing 3D printing technology.You'll discover how powders and liquids are shaped into three-dimensional objects and explore the many possible uses of 3-D printing, from product development to manufacturing ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19772_19208?e=1|*|||,"School House Rocks ""Mother Necessity""","Join School House Rock as they sing about some of the most important inventions in history. This short, catchy song will help you memorize the following inventions and their inventors: cotton gin (Eli Whitney), lightbulb (Thomas Edison), telegraph (Samual Morse), sewing machine (Elias Howe), telephone ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19772_4176?e=2|*|||,Black Inventors/Scientists - A Slideshow,"This is a slideshow of of pictures, photos, and words about Black inventors. The pictures and information are set to music.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19772_60657?e=3|*|||,5 Scientists with Ideas That Nobody Believed ... Who Were Right,"People have struggled to understand some hypotheses scientists had, which are correct but were disclaimed back then. So here’s the 5 scientists and their ideas that nobody believed.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19772_63089?e=4|*|||,Eli Whitney - Inventor of the Cotton Gin,"Born in 1765 in Westboro, Massachusetts, Eli Whitney studied at Yale before going on to invent the cotton gin, a device that highly streamlined the process of extracting fiber from cottonseeds.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19772_64490?e=5|*|||,StoryBots | Great Innovators Songs | Learn About Thomas Edison & Marconi | Songs About Inventions,"The 'StoryBots' are curious little creatures who live beneath our screens, offering a world of learning and fun for kids.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19774_20009?e=6|*|||,The Greatest American Inventions,The Greatest American Inventions are shown here with slides and text with background music. A little more than half of the slides show the authentic inventions while others are more modern images of the inventions. Fair quality video.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19774_32717?e=7|*|||,10 Facts About Microwave Ovens,"This short video gives 10 quick facts about microwave ovens. Some of the facts include who invented microwave ovens, frequency, no plastics, safety, and radar range. Content is appropriate for middle school students and they will enjoy this fast paced video. This would be a good resource for studying ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19774_36924?e=8|*|||,Invention of the Toilet,This video explains the invention of the toilet. The flush toilet was invented by Sir John Harrington in 1596 for himself and Queen Elizabeth. Thomas Crapper later on improved the flushing toilet.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19774_37523?e=9|*|||,How Crayons Are Made,We especially love videos about how crayons are made. And this Sesame Street classic has it covered!,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19774_54765?e=10|*|||,The McCormick Mechanical Reaper (History Project),This is a student-made project about the invention of the mechanical reaper. The video is made to be like an advertisement for the historical product.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19774_54795?e=11|*|||,A Historical Story About the Invention of the Automatic Dish Washer,"This video features an actor playing the role of Josephine Cochrane, who invented the fist automatic dishwasher. She tells the story of how she came up with the idea and the appliance's conception.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19841_62238?e=12|*|||,Roar! Meet the Big Cats! | Animal Science for Kids,Can you tell a leopard from a jaguar? How are lions different from tigers -- other than those stripes? Jessi introduces you to the four big cats!,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/19841_62947?e=13|*|||,10 Rare Wild Cats You've Never Heard Of,"This is a countdown of 10 rare and interesting wild cats that are much less well-known than their larger cousins tigers, lions, cheetahs and leopards. Most people have never heard of all ten of these wild cats - how many do you recognize? Come see and learn about sand cats, flat-headed cats, margays, ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20456_1005?e=14|*|||,Gelada Baboons,As many as 600 Gelada baboons live together as a group. These are the only primates native to graze on grass. This professionally-narrated video clip is from National Geographic.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20520_1287?e=15|*|||,Red Eyed Tree Frog's Life Cycle,"A mom tree frog will not settle for just any location for her eggs. You learn how there is great care to protect the eggs from predators. Also, this amazing movie shows the life cycle of these frogs and even has footage of these frogs in the egg. Includes a brief mating scene between male and female ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20520_1519?e=16|*|||,Life Cycle Of A Frog - Claymation,Short claymation clip about the life cycle of a frog. Use of word descriptions between animations. Video is set to music. Appears to be a student-made video.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20520_22847?e=17|*|||,How Frogs Develop from Baby Tadpoles,"This brief video includes narration and includes shows close-up video footage of the states of a frog's life cycle: egg, tadpole, and adult. Learn more about how frogs develop from baby tadpole.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20520_27655?e=18|*|||,National Geographic-Tadpoles,"In this video, a mother frog lays many, many eggs. Drought and predators will take a toil. Some moms will lay their eggs on a tree. Captured in this video is the transformation of egg to tadpole. This is a great teaching resource for elementary/middle school students. This video would work well in conjunction ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20520_35411?e=19|*|||,Frog Life Cycle Animation,"This short video is an animation designed for early learners about life in an Australian wetland. It depicts the life-cycle of a frog. The animation is very good as the eggs change to tadpoles to frogs. At the beginning, it does show the animated frogs ""mating"". This is a great resource to help build ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20521_17149?e=0|*|||,Japanese Giant Salamander,This is a clip of a documentary from National Geographic's 'Wild Chronicles' about the fascinating Japanese Giant Salamander.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20521_62973?e=1|*|||,Up Close and Personal with a Giant Salamander,"Noodling refers to the practice of catching fish with your hands. Here, Jeremy has noodled a rare giant salamander and is tagging it for scientific research.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20609_88?e=2|*|||,Spider Building a Web,"Did you know that it is instinctual for a spider to build a web? A spider does not have to learn how to spin from its mother. Watch in this video as a spider spins a web and catches its prey. Does the spider start at the middle of the future web and work out, or start at the edge and work in? .",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20610_2354?e=3|*|||,All About the Mexican Red Kneed Spider,"This video focuses on the Mexican Red Kneed Spider. It tells about specific characteristics of the spider such as what it eats and how it finds mates. The video also tells about the spiders natural predators. It is narrated by Mark Tansley, who is a Keeper at the London Zoo.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20628_63093?e=4|*|||,Pterosaurs 101 | National Geographic,"Pterosaurs were the first vertebrates to take to the skies. Learn about the anatomical features that made their flight possible, how large some of these creatures grew, and which species was named after a vampire legend.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20628_63718?e=5|*|||,"10 Fun Facts About Chickadees | Smart, Tough, & Friendly",N/A,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20706_37729?e=6|*|||,Serotine Bat -- An Overview,This short video gives excellent real-life footage of a Serotine Bat. Students will enjoy watching the close-up view of this unusual creature's mouth as it is being held. This is a great resource to help build background knowledge and to help make real world connections between nature and the classroom.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20706_63556?e=7|*|||,Austin's Nocturnal Neighbors: The Bats of Congress Ave Bridge,"Every summer night, hundreds of people gather to see the world's largest urban bat colony emerge from under the Congress Avenue Bridge in downtown Austin, Texas.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20706_63563?e=8|*|||,Lesser Long-Nosed Bat in Flight | Untamed,"If you like tequila—you owe it to the bats. Lesser Long-Nosed bats pollinate several plants, including agave, the single plant species from which Mexican tequila is produced.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/20812_64477?e=9|*|||,Biography of Marie Curie for Kids: Famous Scientists for Children,"Marie Curie was a physicist and chemist, most famous for her work in radiation. Also notable are her two Nobel Prizes (one in physics and one in chemistry)! She discovered two new elements, revolutionized our understanding of the atom, and even invented mobile x-ray units for use at the battlefront in ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/2194_27586?e=10|*|||,National Geographic - Hummingbirds,"In this video students will learn many facts about hummingbirds. A hummingbird's heart beats 1260 times a minute. Their wings beat 55-75 times in that same minute. They weigh one-tenth of an ounce. They can fly backwards, forwards, up, down, upside down, and can hover in mid-air. They feed on nectar ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/2194_30726?e=11|*|||,Slow-Motion Hummingbird at Feeder,"Students will get a close-up, slow-motion look at a hummingbird drinking from a feeder. There is no audio but great footage. Content is appropriate for elementary and middle school students.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/2194_32819?e=12|*|||,Why Does A Hummingbird Hum? Let's Make Sense of it with Science.,"Did you ever wonder why a hummingbird hums? Let's make sense of it with science. When a hummingbird zips from one flower to another, it's always accompanied by a soft, steady hum. This video gives great facts about why hummingbirds hum. A variety of pictures are shown on screen as well as written content. ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/2195_3053?e=13|*|||,Facts About Owls,"This film was made by a fifth grade teacher for science class. It is a cute, short animated video that uses humor along with sketches of owls and owl facts for kids. This video could also be used with a lesson on owl pellet dissection, animal adaptations, or predators.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/2200_38349?e=14|*|||,Fish Eagle Hunting Flamingos (Narrated by David Tennant),Fish eagle hunts flamingos in Lake Bogoria. Video clip from BBC's Earthflight.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/2200_64446?e=15|*|||,The Harpy Eagle Is A Bird So Big That Some People Think It’s A Person In A Costume,N/A,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/2200_64572?e=16|*|||,Beware The Harpy! | Peru's Wild Kingdom,"Meet the Harpy Eagle, a fierce hunter of monkeys and sloths living in the Manu region of Peru.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/2304_32856?e=17|*|||,What Is A Tumbleweed? Let's Make Sense of it with Science,"Did you ever wonder what tumbleweeds are? Let's make sense of it with science! To learn what tumbleweeds are, let's head out to where the tumbleweed's really roll. This video explains that tumbleweeds are annual plants and grow in the spring and summer. Then fall comes. The plant and tap root dry up. ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/2304_36552?e=18|*|||,Plant Life Cycle - How Does Pollination Work?,"In this video, students will learn that pollination is very important and leads to the creation of new seeds that grow into new plants. The diagrams are very good and descriptive. Some vocabulary words include stamen, pistil, pollen, stigma, ovule, self-pollination, and cross-pollination. This is a great ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/2307_17554?e=19|*|||,plant and animal adaptations,"This 2 1/2 minute slide show is set to music. Photos are large, clear and colorful with labels on each. Students must be able to read the brief labels to obtain the information. Several topics are covered, including examples of the parts of the plants we eat (roots, seeds, flowers, stems etc) plant dispersal ...Show More ",WatchKnowLearn,English
