Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/1094394?e=8|*|||,The surprising link between stress and memory,"Stress and memory are most notably faced in a classroom setting. This journal article discusses the implications of all the deadlines, assignments, and evaluations in a classroom setting on memory. You can find more information on the relationship between stress and memory here and here.",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/1099030?e=9|*|||,What would happen if every human suddenly disappeared?,"This lesson was adapted from Alan Weisman’s 2007 book The World Without Us, which offers an in depth look at a post-human earth. The animation generally covers content from the book’s first two chapters, as well as some information from its closing sections. But the full text goes into great detail about ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/1110018?e=10|*|||,Why can't some birds fly?,"Modern birds are covered in feathers, which as well as being critical for flight, have other useful properties including insulation, waterproofing and display. Find out how feathers evolved, and see some of the ways flightless birds use their feathers today. Bird flight uses lots of energy. Learn about ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/113041?e=11|*|||,How to speed up chemical reactions (and get a date),Harriet’s analogy of getting a date for the dance is a common way to explain chemical reactions. Write your own analogy or story that explains the same concepts in your own creative way. Analogies can only go so far in explaining actual scientific concepts. What are some of the ways this analogy “breaks ...Show More ,TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/132071?e=12|*|||,How do pain relievers work?,"All those different brands, varieties, and strengths filling the shelves at the drugstore can give anyone a headache! While there may be a hundred different colored boxes and bottles on the shelf, Alice (of Go Ask Alice fame) explains the four basic types of non-prescription pain-relievers. One of the ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/151241?e=13|*|||,Electric vocabulary,"We all know the words around electricity -- “charge,” “positive,” “battery” and more. But where do they come from and what do they really mean? Let the history of these words illuminate the physics of electric phenomena.",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/152061?e=14|*|||,The survival of the sea turtle,"Discover what makes a sea turtle so wonderfully adapted for the marine environment, gain a greater appreciation for the challenges they face, follow efforts to rescue and protect sea turtles both domestically and internationally, and uncover what you can do to help celebrate and preserve these amazing ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/179981?e=15|*|||,How do nerves work?,"At any moment, there is an electrical storm coursing through your body. Discover how chemical reactions create an electric current that drives our responses to everything from hot pans to a mother’s caress.",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/232731?e=16|*|||,"Magical metals, how shape memory alloys work","A solid-solid phase change - from one solid to another type of solid - occurs in other materials too. Tin is a shiny metal at room temperature, but it turns to a gray dust when the temperature drops to 56° Fahrenheit /13° Celsius. This process is called ‘tin pest’. Once tin changes it is hard for it ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/232901?e=17|*|||,"Newton’s 3 Laws, with a bicycle","There was this fellow in England named Sir Isaac Newton. A little bit stuffy, bad hair, but quite an intelligent guy. He worked on developing both calculus and physics at the same time. In his work, he came up with the three basic ideas that we still use to describe the physics of motion (up to a point). ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/233071?e=18|*|||,What is chirality and how did it get in my molecules?,"Chirality is an important spatial property of a single organic molecule, but organic chemists often think about the spatial relationships between two or more molecules as well. For example, we can characterize two molecules as enantiomeric if they are mirror images but not identical. Diastereomers have ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/239941?e=19|*|||,What's invisible? More than you think,"Gravity. The stars in day. Thoughts. The human genome. Time. Atoms. So much of what really matters in the world is impossible to see. A stunning animation of John Lloyd's classic TEDTalk from 2009, which will make you question what you actually know.",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/243361?e=0|*|||,The carbon cycle,"Every few years all the best scientists in the world working on climate change get together at the Intergovernmental Panel on Climate Change (IPCC), hosted by the United Nations, and argue about every single detail of their research until they all agree. Then they take all the stuff they agree on and ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/248641?e=1|*|||,The twisting tale of DNA,"Deoxyribonucleic acid, or DNA, is a nucleic acid containing the genetic instructions used in the development and functioning of all known living organisms (with the exception of RNA viruses). http://en.wikipedia.org/wiki/DNA DNA, which contains the biological instructions that make each species unique, ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/250151?e=2|*|||,How breathing works,"We breathe constantly, but have you ever thought about how breathing works? Discover the ins and outs of one of our most basic living functions-- from the science of respiration to how to control your breaths.",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/252161?e=3|*|||,"The ABC's of gas: Avogadro, Boyle, Charles","The gas laws are a great way to practice making conclusions from observations and data collection. Some of the gas experiments are difficult to do, however, without the proper equipment to maintain certain conditions and collect data. However, there are simulated ways to show patterns and trends in gas ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/252331?e=4|*|||,Describing the invisible properties of gas,"Collisions between gas particles are elastic. The total amount of energy in the system remains constant. This is very hard to imagine, but we can use simple simulations and experiments to demonstrate the property. One way to do this is by dropping a soccer ball with a tennis ball balanced on top. You ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/261?e=5|*|||,How simple ideas lead to scientific discoveries,"Armand Fizeau is also famous for his experiment measuring the speed of light through water; the experiment definitively discredited Isaac Newton’s theory that light is composed of small, discrete particles that travel at a finite velocity and possess kinetic energy (the corpuscle theory of light). Research ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/271861?e=6|*|||,Diagnosing a zombie: Brain and body (Part one),"DISCLAIMER: Although we sometimes compare certain symptoms in zombies to real neurological patient populations, we are in no way implying that patients with these other disorders are in some way “part zombie”. Neurological disorders have provided critical insights into how the brain gives rise to behavior ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/317751?e=7|*|||,Does stress cause pimples?,"The effects of stress are widespread and varied. You saw our hero Justin getting sweaty palms, a racing heart and foggy mind, and, eventually, a bursting pimple. Find out more about stress and the body here: http://kidshealth.org/teen/your_mind/emotions/stress.html Hormones and the skin (written by Claudia ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/323831?e=8|*|||,Would you weigh less in an elevator?,"A force is a push or pull upon an object resulting from the object's interaction with another object. Whenever there is an interaction between two objects, there is a force upon each of the objects. http://www.physicsclassroom.com/Class/newtlaws/u2l2b.cfm Check out these physics games. http://www.physicsgames.net/ ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/324001?e=9|*|||,The genius of Mendeleev’s periodic table,"The elements had been listed and carefully arranged before Dmitri Mendeleev. They had even been organized by similar properties before. So why is Mendeelev’s periodic table the one that has endured? Lou Serico explains via Ekaaluminium, an element whose existence Mendeelev predicted decades before it ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/331871?e=10|*|||,DNA: The book of you,"Your body is made of cells -- but how does a single cell know to become part of your nose, instead of your toes? The answer is in your body's instruction book: DNA. Joe Hanson compares DNA to a detailed manual for building a person out of cells -- with 46 chapters (chromosomes) and hundreds of thousands ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/336451?e=11|*|||,How does work...work?,"James Prescott Joule was an English physicist and brewer, born in Salford, Lancashire. Joule studied the nature of heat, and discovered its relationship to mechanical work (see energy). http://en.wikipedia.org/wiki/James_Prescott_Joule James Watt was a Scottish inventor and mechanical engineer whose ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/345381?e=12|*|||,How do cancer cells behave differently from healthy ones?,"George Zaidan is a card-carrying nerd and lifelong teacher. He scours the internet for the most intriguing scientific papers and then translates them into English for his video blog, Pocket Science. He has written and hosted for The Weather Channel, worked on Alton Brown's science cooking opus Good Eats, ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/347601?e=13|*|||,Pizza physics (New York-style),"Isometries are important in lots of areas of science. One such area is cosmology - the study of the universe. Cosmologists think of space-time itself - that is, the entire universe, which includes everything that ever exists and everything that ever will exist - as a kind of four-dimensional version ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/352381?e=14|*|||,Radioactivity: Expect the unexpected,"Neutrons don’t change into protons. Except, sometimes, they do. Radioactivity is the process under which the nucleus can change spontaneously from one element to another. Steve Weatherell suggests that we acknowledge both the usefulness and danger inherent in harvesting radioactivity.",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/355591?e=15|*|||,Solving the puzzle of the periodic table,"The Periodic Table is a tabular display of the chemical elements, organized on the basis of their atomic numbers, electron configurations, and recurring chemical properties. http://www.ptable.com/ Hennig Brand was a merchant and alchemist in Hamburg, Germany. He discovered phosphorus around 1669. http://elements.vanderkrogt.net/element.php?sym=P ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/380173?e=16|*|||,Activation energy: Kickstarting chemical reactions,"Chemical reactions are constantly happening in your body -- even at this very moment. But what catalyzes these important reactions? Vance Kite explains how enzymes assist the process, while providing a light-hearted way to remember how activation energy works.",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/381653?e=17|*|||,Phenology and nature's shifting rhythms,"Phenology is the study of periodic plant and animal life cycle events and how these are influenced by seasonal and interannual variations in climate, as well as habitat factors. Project BudBurst launched in 2007 as a national field campaign. It was designed to engage the public in the observation and ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/385688?e=18|*|||,What if we could look inside human brains?,"The brain is the center of the nervous system in all vertebrate and most invertebrate animals—only a few invertebrates, such as sponges, jellyfish, adult sea squirts, and starfish, do not have one, even if diffuse neural tissue is present. It is located in the head, usually close to the primary sensory ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/387462?e=19|*|||,Where we get our fresh water,"Christiana Z. Peppard is a water-loving biologist turned ethicist who thinks a lot about bodies of water and the fact/value distinction. She is Assistant Professor of Theology, Science and Ethics at Fordham University in New York City. The U.S. Geological Survey's National Water-Use Information Program ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/387874?e=0|*|||,Fresh water scarcity: An introduction to the problem,"Christiana Z. Peppard is a water-loving biologist turned ethicist who thinks a lot about bodies of water and the fact/value distinction. She is Assistant Professor of Theology, Science and Ethics at Fordham University in New York City. A video about how to conserve water: http://vimeo.com/91919685 Here ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/389906?e=1|*|||,Why are blue whales so enormous?,Asha de Vos' mission is to scientifically understand and effectively protect the blue whales around Sri Lanka and to inspire the next generation of marine biologists who will take over from where she leaves off. Blue whales are the largest animals ever known to have lived on Earth. These magnificent ...Show More ,TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/393760?e=2|*|||,How Mendel's pea plants helped us understand genetics,"Gregor Johann Mendel (July 20, 1822 – January 6, 1884) was a German-speaking Silesian scientist andAugustinian friar who gained posthumous fame as the founder of the new science of genetics. Mendel demonstrated that the inheritance of certain traits in pea plants follows particular patterns, now referred ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/397636?e=3|*|||,Who is Alexander von Humboldt?,"Alexander von Humboldt was a Prussian geographer, naturalist and explorer, and the younger brother of the Prussian minister, philosopher and linguist Wilhelm von Humboldt. Humboldt's quantitative work on botanical geography laid the foundation for the field of biogeography. Here is an archive of works ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/405499?e=4|*|||,The brilliance of bioluminescence,"Additional organisms that bioluminesce. Some fungi, such as Panellus stipticus. Consider taking a trip to observe bioluminescent creatures. Or do armchair travel - search on the Internet for images, video ,and general information on the following: Waitomo Glowworm Caves – New Zealand and Vieques Island ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/410879?e=5|*|||,The game-changing amniotic egg,"350 million years ago, eggs could not survive far from water, therefore animals were water-bound. That is, until the amniotic egg, which allowed animals to live a fully terrestrial life. April Tucker peels back each layer of the amniotic egg, revealing how truly extraordinary this evolutionary marvel ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/412139?e=6|*|||,If superpowers were real: Flight,"The science of running Newton’s Three Laws of Motion Astronauts and space Decompression sickness Disclaimer: Due to time constraints, not all aspects of each superpower can be discussed and the science is sometimes simplified or generalized. We recognize this series is only the tip of the iceberg, not ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/412140?e=7|*|||,If superpowers were real: Super speed,"· The components of air · Human reaction time · Fastest speed ever achieved by a human being At the 2010 NFL draft, NFL Network anchor Rich Eisen was dared to run the 40-yard dash. The 40-something reporter in a suit was no match for the 22 year old NFL draft prospects. Eisen's colleagues put together ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/412142?e=8|*|||,If superpowers were real: Invisibility,"How our eyes work How does invisibility work? Will invisibility ever be a reality? Here's an article titled: Like Your New Invisibility Cloak? The Chinese Have Already Cracked It Baile Zhang is an electrical engineer at Nanyang Technological University. Baile’s macroscopic invisibility cloak, the world’s ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/412146?e=9|*|||,If superpowers were real: Immortality,"Darwin’s theory of evolution by natural selection Homo Sapien Evolution An infinite amount of birthdays seems incomprehensible. Infinity is a tough concept! Using the fundamentals of set theory, explore the mind-bending concept of the ""infinity of infinities"" -- and how it led mathematicians to conclude ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/412153?e=10|*|||,If superpowers were real: Super strength,"What if super strength wasn’t just the stuff of epic comic book stories? Is it scientifically possible to be super strong? In this series, Joy Lin tackles six superpowers and reveals just how scientifically realistic they can be to us mere mortals.",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/412163?e=11|*|||,Vermicomposting: How worms can reduce our waste,"Soil Biology. Despite thinking about it as just “Dirt”, soil is a living system that relies on a wide range of microorganisms to promote plant growth. Worm castings were described as “teeming with microbes” upon excretion that further the decomposition process. It was also presented that urban environments ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/415291?e=12|*|||,What is dyslexia?,At the beginning of the video you had the opportunity to experience what it feels like to struggle through a written text. Dyslexia for a Day: A Simulation of Dyslexia is a kit with five simulations that can be implemented by anyone. Here is the writing simulation in full. Click here for complete information ...Show More ,TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/416008?e=13|*|||,What is chemical equilibrium?,"When molecules collide, chemical reactions can occur -- causing major structural changes akin to getting a new arm on your face! George Zaidan and Charles Morton playfully imagine chemical systems as busy city streets, and the colliding molecules within them as your average, limb-swapping joes.",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/417157?e=14|*|||,The terrors of sleep paralysis,"Sleep: Sleep paralysis is caused by an abnormal overlap of the REM (rapid eye movement) and waking stages of sleep. Learn more about the stages of sleep. Dreams Sleep disorders: Here are some other freaky sleep disorders. In this short talk, Arianna Huffington shares a small idea that can awaken much ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/418257?e=15|*|||,The science of macaroni salad: What's in a mixture?,"A mixture is a combination of two or more substances that are not chemically united and do not exist in fixed proportions to each other. Most natural substances are mixtures. Here's the basics of mixtures. Check out this website for a short explanation of the differences between elements, compounds, ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/420719?e=16|*|||,"RNAi: Slicing, dicing and serving your cells","RNAi has been discovered in multiple organisms. In fact, the 2006 Nobel Prize in Physiology or Medicine went to Andrew Fire and Craig Mello for their discovery of RNAi in C. elegans. Read more about it. Want a basic rundown of RNAi facts? The NIH has a great primer. Or for a more in-depth look, check ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/422037?e=17|*|||,The science of macaroni salad: What's in a molecule?,"Isn't it funny that many of the things that make up our food is what also makes up the world around us? Check out this list of the ten most abundant elements in the Earth's crust. Now, check out the list of the most abundant elements found in our food. Is it true that everything is made up of atoms? ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/425487?e=18|*|||,"The Higgs Field, explained","One of the most significant scientific discoveries of the early 21st century is surely the Higgs boson, but the boson and the Higgs Field that allows for that magic particle are extremely difficult to grasp. Don Lincoln outlines an analogy (originally conceived by David Miller) that all of us can appreciate, ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/430004?e=19|*|||,What are stem cells?,"Stem cells are a rapidly advancing field of biological research. Since Dr. James Thomson first cultivated human embryonic stem cells at the University of Wisconsin - Madison in the late 1990s, this field of researched has exploded with potential. The links below provide access to a curriculum developed ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/433725?e=0|*|||,The physics of human sperm vs. the physics of the sperm whale,"Traveling is extremely arduous for microscopic sperm -- think of a human trying to swim in a pool made of...other humans. We can compare the journey of a sperm to that of a sperm whale by calculating the Reynolds number, a prediction of how fluid will behave, often fluctuating due to size of the swimmer. ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/438308?e=1|*|||,Why don’t oil and water mix?,"Here is a video John Pollard produced which discusses these concepts in more detail. Here is a link to John's YouTube channel where he discusses many other important and relevant topics in chemistry. It is designed for introductory University level general chemistry. If you want to really challenge yourself, ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/439696?e=2|*|||,The uncertain location of electrons,"Just how small are atoms? And what's inside them? The answers turn out to be astounding, even for those who think they know. This fast-paced animation uses spectacular metaphors (imagine a blueberry the size of a football stadium!) to give a visceral sense of the building blocks that make our world. ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/440042?e=3|*|||,How atoms bond,"Just how small are atoms? And what's inside them? The answers turn out to be astounding, even for those who think they know. This fast-paced animation uses spectacular metaphors (imagine a blueberry the size of a football stadium!) to give a visceral sense of the building blocks that make our world. ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/440903?e=4|*|||,What is the shape of a molecule?,"When molecules collide, chemical reactions can occur -- causing major structural changes akin to getting a new arm on your face! George Zaidan and Charles Morton playfully imagine chemical systems as busy city streets, and the colliding molecules within them as your average, limb-swapping joes. Improve ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/441890?e=5|*|||,Why does ice float in water?,"It's a well-known fact that the majority of an iceberg lies below the surface -- but just as stealthily hidden are their fascinating qualities. Traveling the seas, teeming with life, and sometimes even making a noise called ""bergie seltzer,"" there's so much more than meets the eye. Camille Seaman gives ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/443345?e=6|*|||,The strengths and weaknesses of acids and bases,"Vinegar may have a powerful smell, but did you know it's actually a weak acid? In the chemical economy, acids actively give away their protons while bases actively collect them -- but some more aggressively than others. George Zaidan and Charles Morton use the currency of subatomic particles to explain ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/445274?e=7|*|||,"Vampires: Folklore, fantasy and fact","Music in this lesson is from Purple Planet. The tradition of breaking vampire rules. Here's a really interesting study that shows how the vampire legend emerged out of a fear of disease. Online version of The Encyclopedia of Vampire Mythology by Theresa Bane. Do vampires keep you up at night? Well, it ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/447205?e=8|*|||,The deadly irony of gunpowder,"Li Tian is credited with the invention of firecrackers. Li Tian lived near the city of Liu Yang in the Hunan Province. During the Song Dynasty, the local people built a temple to worship Li Tian for his invention. To this day, China celebrates the invention of the firecracker every April 18th. Almost ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/448103?e=9|*|||,Why is yawning contagious?,"*Yaaawwwwwn* Did just reading the word make you feel like yawning yourself? Known as contagious yawning, the reasons behind this phenomenon have been attributed to both the physiological and psychological. It's been observed in children as young as four and even in dogs! Claudia Aguirre visits the many ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/448155?e=10|*|||,The operating system of life,"Here is a look at BioVision, a Harvard University project. This series is called Inner Life of the Cell. This is a super simple introduction to biochemistry: Biochemists have to understand both the living world and the chemical world to be the best at their jobs. Even if you didn't want to become a biochemist, ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/452389?e=11|*|||,The Haber process,"Haber received much criticism for his involvement in the development of chemical weapons in pre-World War II Germany, both from contemporaries and from modern-day scientists. The research results show the ambivalence of his scientific activity: on the one hand, development of ammonia synthesis for the ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/456163?e=12|*|||,"The loathsome, lethal mosquito","The Malaria Atlas Project maps where malaria is most prevalent. Why do bug bites itch? You can learn more about the research into what might happen to the world without mosquitos here. Bill Gates hopes to solve some of the world's biggest problems using a new kind of philanthropy. In a passionate and, ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/458216?e=13|*|||,How to sequence the human genome,THE BIOLOGY OF DNA: DNA is truly a fascinating molecule. It is amazing to think that 4 little letters could account for not only all of human diversity but all of the differences between every form of life on Earth - from bacteria to butterflies to blobfish! To learn more about how DNA works and what ...Show More ,TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/460056?e=14|*|||,"Penguins: Popularity, peril and poop","Penguin Conservation Efforts – oiled bird and abandoned chick rescue: Penguins have long been impacted by various human activities, and because they are flightless birds, they are particularly vulnerable to oil spills (They cannot fly over an oil slick to escape it). There have been many oil spills that ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/462009?e=15|*|||,Should we eat bugs?,"What's tasty, abundant and high in protein? Bugs! Although less common outside the tropics, entomophagy, the practice of eating bugs, was once extremely widespread throughout cultures. You may feel icky about munching on insects, but they feed about 2 billion people each day (Mmm, fried tarantulas). ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/463667?e=16|*|||,How to fossilize...yourself,"You can aspire to great things in life, but how about in death? Could you be one of the world’s greatest fossils many years from now? To ensure being found by a future paleontologist, you'll need to die in a highly specific way (think within tree sap or on the bottom of the ocean floor), and nature takes ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/476300?e=17|*|||,Eli the eel: A mysterious migration,I became fascinated with eels as a child when I was out fishing for trout and bass and caught them by accident using worms as bait. They were muscular and slimy and impossible to hold and very strange. I didn’t know what to make of them—were they snakes or fish or what? (They are indeed fish.) In my ...Show More ,TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/478298?e=18|*|||,An athlete uses physics to shatter world records,"Dick Fosbury's gold medal jump in 1968. In order to see how modern day high jumpers use the Fosbury Flop watch this slow motion video of high jumpers. If you want to understand how to find the center of mass of two objects in a mathematical form, visit this website. (The website features a nice simulation ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/482396?e=19|*|||,Why do we cry? The three types of tears,"Whether we cry during a sad movie, while chopping onions, or completely involuntarily, our eyes are constantly producing tears. Alex Gendler tracks a particularly watery day in the life of Iris (the iris) as she cycles through basal, reflex and emotional tears.",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/486762?e=0|*|||,The case of the vanishing honeybees,"Humans have had a long and fruitful relationship with bees. This book delves into our history of beekeeping and honey hunting, exploring everything from the first evidence of honey gathering depicted in cave paintings, to records of the world’s first official beekeepers, to the vast array of products ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/489115?e=1|*|||,Sugar: Hiding in plain sight,"When you eat something loaded with sugar, your taste buds, your gut and your brain all take notice. This activation of your reward system is not unlike how bodies process addictive substances such as alcohol or nicotine -- an overload of sugar spikes dopamine levels and leaves you craving more. Nicole ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/494957?e=2|*|||,What is Alzheimer's disease?,"Living with Alzheimer's in the future? Dementia is a loss of brain function that occurs with certain diseases. Alzheimer's disease (AD), is one form of dementia that gradually gets worse over time. It affects memory, thinking, and behavior. Learn more about Alzheimer’s disease here. Is it possible to ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/5001?e=3|*|||,Just how small Is an atom?,"Whether we’re zooming in to the wavelength of a gamma ray or zooming out to the size of a galaxy, it can be difficult to wrap our heads around the big numbers we’re measuring—like nanometers (10-9meters) or gigameters (109). Take a look at these efforts to represent big numbers. What are the strengths ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/506350?e=4|*|||,The cancer gene we all have,"How do cancer cells grow? How does chemotherapy fight cancer (and cause negative side effects)? The answers lie in cell division. George Zaidan explains how rapid cell division is cancer’s ""strength"" -- and also its weakness. One of the biggest misconceptions regarding cancer is the idea that you can ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/506361?e=5|*|||,How the heart actually pumps blood,"The technique of demonstrating the pumping mechanism of the heart was first shown in public in this TEDx Talk. The detailed scientific description of the technique was published in the European journal, Science in School. There is a beautiful app from Touch Press by Martin Clayton on Leonardo Da Vinci’s ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/510111?e=6|*|||,How does your brain respond to pain?,"Some people take aspirin or ibuprofen to treat everyday aches and pains, but how exactly do the different classes of pain relievers work? Learn about the basic physiology of how humans experience pain, and the mechanics of the medicines we've invented to block or circumvent that discomfort. Interested ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/514859?e=7|*|||,Attack of the killer algae,"As benign as it may look up close, the tiny seaweed Caulerpa taxifolia can wreak quite a bit of havoc on coastal ecosystems. This super algae is very adaptable; it also grows fast and spreads easily. Eric Noel Muñoz gives the details of this plant’s incredible invasion, shedding light on the risks of ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/516828?e=8|*|||,Feedback loops: How nature gets its rhythms,"The music in this lesson was composed by Ross Allchurch. Feedback What is feedback? It is a process that is the result of mutual causal interaction: X affects Y and Y affects X. The mutual causal interaction creates a circuit of effects, so that any change in X, causing a change in Y, in turn causes ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/516833?e=9|*|||,What happens when you get heat stroke?,"Intrinsic and extrinsic factors can place an athlete at higher risk for an exertional heat stroke. Knowledge of these is beneficial in that greater precautions can be taken for those with multiple risk factors. Some of these pre-disposing intrinsic factors include a past history of exertional heat illnesses, ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/516837?e=10|*|||,What's hidden among the tallest trees on Earth?,"Brief biography of Stephen Sillett: Professor Stephen Sillett at Humboldt State University in Northern California Preview of Stephen Sillett featured in National Geographic Coast Redwood Conservation and Natural History: The Save the Redwoods League was formed in 1918, “…to protect, restore and conserve ...Show More ",TED Ed,English
http://ndl.iitkgp.ac.in/se_document/ted_ed/teded/516839?e=11|*|||,What causes antibiotic resistance?,"Right now, you are inhabited by trillions of microorganisms. Many of these bacteria are harmless (or even helpful!), but there are a few strains of ‘super bacteria’ that are pretty nasty -- and they’re growing resistant to our antibiotics. Why is this happening? Kevin Wu details the evolution of this ...Show More ",TED Ed,English
