Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4914_34066?e=3|*|||,Are We There Yet?,"A video created for educational purposes that focuses on numeracy in the real world. The video reinforces the relationship between distance, speed, and time.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4914_34069?e=4|*|||,Buying a Birthday Present - Numeracy Video,"A video created for educational purposes that focuses on numeracy in the real world. What gifts can we purchase with
20
?
T
h
e
o
r
i
g
i
n
a
l
p
r
i
c
e
o
f
t
h
e
b
o
o
k
i
s
24.99
a
n
d
t
h
e
s
a
l
e
p
r
i
c
e
i
s
9.99. How much money did we save? What will 24.99 round up to? What will 9.99 round up to?",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4914_34073?e=5|*|||,How To Make Chocolate Brownies,"A video created for educational purposes that focuses on numeracy, following steps, adding, and measuring. This video provides the steps for making brownies.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4914_34078?e=6|*|||,Numeracy in the Kitchen - Cooking with Fractions,"A video created for educational purposes that focuses on numeracy, in particular, fractions. Aimed for students, parents and teachers to use as a resource when teaching mathematics, home economics and ICT.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4914_34079?e=7|*|||,Numeracy in the Post Office,"This video teaches students about numeracy when posting a parcel at the post office. Length, weight, distance, and money are all addressed in the video.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4914_34081?e=8|*|||,Numeracy Video -Take a Chance,A Video Created for educational Purposes that Focuses on the roll of chance and probability in our everyday lives.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4914_34101?e=9|*|||,Numeracy in the Real World -It's Safe Travels,"A student made video created for educational purpose that focuses on how to use a street directory, map, or atlas. The video shows how a young girl uses grid skills to find a location. Video could be used as an introduction to using a map in grid form.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4914_35743?e=10|*|||,"Abbott and Costello: ""Two Tens for a Five""",The students can use this description of some unconventional math to discuss the way that algebra works. This will allow them to explore the reasons that certain operations work or don't work in algebra.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4914_36897?e=11|*|||,Math in Sports,"In the style of a sports news segment, students discuss how math is used in sports. Examples from boxing and baseball are described. An example included is the physics of a curve ball in baseball.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/494_33868?e=12|*|||,Comparing Integers,"The integers -3, 0, 2, and -5 are compared using a number line in this teacher-created video. The greater than/less than symbols are shown and explained.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/494_34085?e=13|*|||,Adding Integers With Different Signs,"In this teacher-created video, a teacher explains adding integers with different signs. A number line is drawn on a white board, and the teacher solves three problems using the number line.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4966_20206?e=14|*|||,Combing Like Terms (Same Variable Only),The instructor uses an electronic chalkboard to demonstrate how to combine like terms using addition and subtraction. One example is modeled using astep by step approach to walk the learner through this process.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4966_53824?e=15|*|||,"Grouping Symbols - Parentheses, Brackets, and Braces","The instructor shows how to solve an expression with three different grouping symbols. She begins by simplifying within the innermost grouping symbol, the parentheses. She then moves out to the brackets. Lastly, she moves out to the braces. She rewrites the problem after each step when simplifying within ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4966_54204?e=16|*|||,The Need To Know Basic Skills of Algebra,This video shows you the basic algebra skills that are necessary when working with equations and are very important; because you will need these skills throughout the whole algebra phase. It also teaches you how to isolate the variable which is the goal in algebra. NOTE: the video cuts off abruptly before ...Show More ,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4967_62992?e=17|*|||,Solving Linear Equations - Guess and Check - Animated,"An animated, entertaining math cartoon for elementary students about solving linear equations using the guess and check method.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5364_16208?e=18|*|||,Translating Expressions (Addition and Subtraction) and Key Words,"A ten years old student who just completed the 4th grade teaches how to translate expressions. Addition dey words are discussed (sum of, total of, plus, and increase by). Subtraction key words are discussed (difference between __ and ___, ___-___, ___decreased by ___) An example is done with paper and ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5368_56783?e=19|*|||,Math Shorts Episode 7 - Scientific Notation,This three-minute Math Shorts episode explains the term scientific notation and provides several examples in converting extreme numbers to and from scientific notation. It also demonstrates how to multiply numbers using scientific notation. Please visit the PBS Learning Media library (pbslearningmedia.org/resource/muen-math­-ee-scientific-notation/scientific-notat­ion/) ...Show More ,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5370_56445?e=0|*|||,The Pythagorean Theorem - An Introduction.,This two minute video provides an introduction to the Pythagorean Theorem with animation and narration.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5376_48813?e=1|*|||,Introductions to Equations with Uncommon Denominators,"In this pre-algreba tutorial video, students will learn how to solve equations with uncommon denominators. This is a great resource to introduce and/or to re-teach this important skill in the classroom.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5376_48814?e=2|*|||,Introductions to Equations and Fractions,This tutorial video gives step by step directions on solving equations with fractions. This is a great resource to help build mastery of this important skill.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5470_2369?e=3|*|||,Skip Counting by 3 to 30,"A fun skip counting video and song that provides practice in skip counting by 3. The slides show the '3s' in a grid and represented by objects. Note: references ""27 angels in heaven.""",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5565_2639?e=4|*|||,How to Solve Word Problems,The key in solving word problems is identifying the formula that is needed to solve the problem. The tutor in this video teaches students how to find out how a formula turns a word problem into simple algebra.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5831_20202?e=5|*|||,Adding Mixed Numbers with Uncommon Denominators,The instructor uses an electronic chalkboard to demonstrate how to add mixed numbers with uncommon denominators. One example is modeled using astep by step approach to walk the learner through this process of adding the whole numbers first and then finding the common denominator to add the remaining ...Show More ,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5831_33865?e=6|*|||,Adding Fractions: Mixed Numbers,This teacher-created video demonstrates adding mixed numbers. The teacher works a problem on a white board as he explains it step-by-step. The problem shown results in an improper fraction which the teacher shows how to rewrite.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5831_37048?e=7|*|||,Subtracting Fractions With Borrowing,"In this video, a teacher demonstrates subtracting mixed numbers with borrowing. The problem is worked on a dry erase board as the teacher explains the problem step-by-step.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5831_38988?e=8|*|||,Dividing Mixed Numbers,"This student-created video begins by presenting a "" real-life"" problem. A student is trying to divide four and a half cans of soda among six friends. The problem is then written on a dry erase board and solved step-by-step.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5831_39244?e=9|*|||,Subtracting Fractions From Whole Numbers,This video demonstrates how to subtract a mixed number from a whole number. A teacher works the problem on a white board and explains the process step-by-step.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5831_60838?e=10|*|||,Grade 4 Math: Improper fractions and Mixed Numbers,"How to convert improper fractions to mixed numbers, and mixed numbers to improper fractions.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/5835_36918?e=11|*|||,Finding a Percent Discount,In this video a teacher explains finding a percent discount using a proportion. The problem is worked on a white board and explained in detail.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6046_34115?e=12|*|||,Introduction to Patterns,This computer-animated video is an introduction to patterns containing pictures. Students are told to look for repeating symbols to identify patterns and are shown examples of repeating patterns. A series of pictures not containing a pattern is also shown to aid students in learning the concept of repeating ...Show More ,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6046_34116?e=13|*|||,Patterns in Real-Life,This video features a teacher defining patterns as sequences which repeat and grow in predictable manners. Patterns which occur in everyday situations are discussed such as those in songs and sports drills.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6046_48975?e=14|*|||,Intro to Patterns with Mrs. Rice and Mrs. Reppert,Mrs. Rice and Mrs. Reppert try to fool eachother with different types of repeating patterns in math and art. Mrs. Reppert teaches how to find picture patterns and Mrs. Rice uses numbers and letters. This is a great resource to reinforce patterns in the classroom.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6080_16123?e=15|*|||,M&M Color Bar Graph,This short video uses M&M Candies to illustrate the concept of a bar graph. It provides an explanation of sorting the data and putting the information into a bar graph.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6080_16736?e=16|*|||,Reading Simple Bar Graphs,The instructor in this easy-to-understand video starts with simple bar graphs and uses computer software for his demonstration. He focuses on labels and how to determine where to graph. This is from a series called 'Math With Larry'.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6080_20412?e=17|*|||,Steps in Making a Bar Graph,This one-minute slide show shows the six steps in making and labeling a bar graph. An explanation of the purpose of bar graphs is given. The off-screen narration is very clear.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6080_41062?e=18|*|||,Reading Stacked Bar Graphs,This video explains how to interpret information on a stacked bar graph. Data from three different classes regarding students' favorite pets is shown on a stacked bar graph with a narrator explaining how to read the graph.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6083_48994?e=19|*|||,"Quick Shapes Review (Rhombus, Trapezoid, Quadrilateral, Parallelogram)","Mrs. Rice reviews shapes with the Art teacher. They learn about the rhombus, trapezoid, quadrilateral, and parallelogram. This is a great resource to help students master this important skill.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6088_20411?e=0|*|||,Reading a Pictograph,A whiteboard presentation demonstrating three pictograph. The off-screen narrator describes how to read a single symbol pictograph and different types of two-symbol pictographs. Descriptions are clear.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6088_37049?e=1|*|||,Image Keys for Pictographs,"This selection features a narrated slide show which teaches students how to interpret pictographs. Three different graphs are shown, including graphs which contain more than one picture symbol. The importance of reading the graph key in order to interpret the graph correctly is emphasized.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6088_48881?e=2|*|||,How to Make and to Read Pictographs,"In this video, Mr. Almeida explains how to read and interpret a pictograph. It's all about KEY information! Mr. Almeida emphasizes the importance of the key on pictographs. A pictograph is a graph that compares categories to each other using pictures. This is a great resource to introduce and/or to re-teach ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6089_44857?e=3|*|||,Visual Learning Bridge: Unit Fractions and Regions,"In this animated video, students will learn that a fraction can name equal parts of a whole shape and they will also learn what the bottom and top number mean. Students will understand the colorful and concrete visuals. This is a great resource to introduce and/or to review basic fractions in the classroom.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6090_44625?e=4|*|||,Singapore Math--Tens and Ones,"In this video, Mr. Almeida explains the concept of tens and ones using the Singapore Math procedure. This interactive board tutorial uses visuals to help students understand tens and ones. This video helps to develop the beginning foundation for place value. This would be a great resource as teacher ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6092_33007?e=5|*|||,Math Master #1- Intro-UPS Explanation (for Word Problems),"The Math Master is demonstrating the UPS Math Model. This is a little corny, but this model is used in several schools. This was filmed in a classroom and is aimed at third and fourth-graders, however, the video would be better served if the area the 'math master' is writing was larger.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6177_42041?e=6|*|||,What Is a Prism?,This video defines a prism as a 3D object with a face at one end identical to the face at the other end. Examples are shown on a computer screen with narration explaining how to identify each.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6177_42815?e=7|*|||,How to Draw 3D Shapes,This video shows simple methods for drawing 3D squares and triangles. The shapes are drawn with pencil onto notebook paper.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6177_45240?e=8|*|||,3D Shape Terms,"Tim Bedley, veteran teacher, gives a mini lesson to remind students how to identify straight edge, curved edge, flat face, curved face, vertex, vertices, base, circular base, etc. He uses an interactive board to define each one of these shapes. This is a great classroom resource to introduce or to review ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6177_56828?e=9|*|||,Math Shorts Episode 8 - Slicing Three Dimensional Figures,This two-minute Math Shorts episode helps students understand the two-dimensional figures that result from slicing solid three-dimensional figures. The video demonstrates this using cylinders and right rectangular pyramids as the three-dimensional figures. Please visit the PBS Learning Media library ...Show More ,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6186_56761?e=10|*|||,Place Value Lesson for First and Second Grades,This video uses animation to explain place value to 1st and 2nd-graders and can also be a great review for 3rd graders.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6186_58311?e=11|*|||,Video Walk-Through: Place Value x 10 to the Left x 1/10 to the Right 5.NBT.1,Understanding Place Value Standard 5.NBT.1,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6191_16210?e=12|*|||,Introduction to One-Step Equation with Addition,"The goal, as always, is to isolate or ""solve for"" the variable. You can undo any addition or subtraction using inverse operations. An example problem is shown and solved using a marker on the screen. Loud music plays in the background of this video that distracts from the math problem.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6191_18425?e=13|*|||,Solving Two-Step Equations for X,The instructor uses a smartboard to demonstrate how to solve a two-step linear equation in one variable. The instructor models one example using a step by step approach.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/654_5642?e=14|*|||,Finding Volume using Rectangular Solids,"In this video about volume they discuss what volume is, the equation to find volume for a rectangular solid is length time width times height. The problem they do breaks up a figure into different pieces. This what they did, they broke the figure up into three different solids, the first solid is 20 ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/654_5643?e=15|*|||,Volume of a Cylinder,The Instructor uses an electronic sketchpad to demonstrate how to find the volume of a cylinder. This video gives the formula for finding the volume of a cylinder. It then applies the formula to two cylinders that are already drawn on the screen. Video is good quality and good for all students as review ...Show More ,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/654_5644?e=16|*|||,Volume of a Rectangular Prism,The Instructor uses a geometric electronic sketchpad to demonstrate how to find the volume of a rectangular prism. In this video the formula for volume of a rectangular prism is given. They remind you that a rectangular prism is simply a box-like shape. They then solve two different examples. Video is ...Show More ,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/654_5645?e=17|*|||,Volume of a Pyramid,"Students learn that the formula for the volume of a prism is length times width times height, so the volume of a prism that has a length of 25 inches, a width of 4 inches, and a height of 9 inches, is 25 times 4 times 9, or 900 cubic inches. Students also learn that the formula for the volume of a cube ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6639_39288?e=18|*|||,Understanding Roman Numerals,"This student-created video teaches the value of Roman numerals ( 1-1,000), addition of Roman numerals, and writing numbers using Roman numerals. Examples are shown on an interactive board accompanied by narration.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6917_24791?e=19|*|||,Algebra : LCM - Least Common Multiple,"In this lesson, students learn that multiples of a number come from multiplying the given number by whole numbers. For example, 3 x 0 = 0, 3 x 1 = 3, 3 x 2 = 6, 3 x 3 = 9, 3 x 4 = 12, 3 x 5 = 15, etc., so 0, 3, 6, 9, 12, and 15 are all multiples of 3. Students also learn that the Least Common Multiple ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6919_24794?e=0|*|||,Pre Algebra - How to Multiply Fractions,"In this lesson, students learn to multiply fractions by multiplying across the numerators, and multiplying across the denominators. For example, to multiply 1/2 x 3/7, multiply across the numerators, 1 x 3 = 3, and multiply across the denominators, 2 x 7 = 14. So 1/2 x 3/7 = 3/14. Students also learn ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6922_24797?e=1|*|||,Algebra Simplifying Expressions,"In this lesson, students learn to solve problems using the distributive property as the first step, then combining like terms. Students also learn to change minus signs to plus negatives in order to avoid making common errors with signs when distributing.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6923_24798?e=2|*|||,Algebra - Slope Formula,"In this lesson, students are given the coordinates of two points, and are asked to find the slope of the line that passes through the points (without graphing). To solve the problems in this lesson, students use the slope formula, which states that m = (y2 -- y1) / (x2 -- x1). The slope formula can be ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6923_24800?e=3|*|||,Algebra - Point Slope Form,"In this lesson, students learn to write the equation of a line given a point on the line and the slope of the line, by using the point-slope formula, which states that given a point (x1, y1) and a slope m, the equation of the line can be written as y - y1 = m(x - x1). For example, if a line passes through ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/6976_56662?e=4|*|||,Trapezoid Shape Song,Everybody knows what a rectangle is ... but what about a trapezoid? The trapezoid in this trapezoid shape song is feeling down about her shape—until she gets help from a friend.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/722_36312?e=5|*|||,Identifying Misleading Graphs,This five-minute video explains how to identify a misleading graph. Clear and concise.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7561_25528?e=6|*|||,How to Add Simple Fractions,"A simple learning tool to learn how to add fractions. This animated feature shows the viewer how to add simple fractions, those with like AND unlike denominators. It also teaches the vocabulary words numerator and denominator.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7561_25994?e=7|*|||,How to Add Fractions,"This video shows how to add fractions, explains the numerator and denominator, and how to find a least common denominator as well.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7561_51873?e=8|*|||,Interactive Math Lesson - Addition of Dissimilar Fractions,"This is an interactive whiteboard lesson demo. It contains slides with information, but no explanations. The video lesson moves quickly and should be paused for review and comprehension.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7561_53311?e=9|*|||,5.NF.1 - Add and Subtract Fractions with Unlike Denominators,"In this Common Core math video, Mr. Almeida explains how to add or subtract fractions with unlike denominators or different denominators.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7561_6077?e=10|*|||,Adding Fractions with Unlike Denominators,In this video they show how to add fractions with unlike denominators. The LCD or lowest common denominator is found and the fractions are converted. The LCD method is shown to students. Then the fractions are added. At the end of the video there are problems for the students to practice on. Video is ...Show More ,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7562_16182?e=11|*|||,Adding Mixed Numbers with Unlike Denominators,This lesson tells how to add mixed numbers with unlike denominators. Included in the lesson are instructions on how to find the least common denominator. The instructor completes a problem on the screen while explaining how to correctly find the answer for the example problem.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7562_6066?e=12|*|||,Adding Mixed Numbers,"Students learn to add mixed numbers by first adding the fractions, then adding the whole numbers. For example, to add 4 2/5 + 7 4/5, first add 2/5 + 4/5 to get 6/5, then add 4 + 7 to get 11. So 4 2/5 + 7 4/5 = 11 6/5. Notice, however, that the answer, 11 6/5, contains an improper fraction, 6/5, which ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7945_36896?e=13|*|||,How to Find the Area of a Garden,This selection contains video of a student in front of her room explaining how to find the area of her home's garden. The student has a diagram of the garden drawn on a chart. She explains the formula ( length times width) and demonstrates finding the area of each section and adding them to compute area ...Show More ,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7945_48885?e=14|*|||,Surface Area Song,Students will enjoy seeing this teacher sing about finding surface area. There are visuals to accompany his singing. This is a great resource to introduce or to reinforce this important skill.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7945_51876?e=15|*|||,Interactive Math Lesson - Finding the Area of Parallelogram,"This is a PowerPoint interactive lesson demo. The video shows how to find the area of a parallelogram. The audio is completely auto-tuned, making it very difficult to understand.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7974_52225?e=16|*|||,Math Snacks--Overruled! Proportions and Equivalent Ratios,"Two besotted rulers must embrace proportional units in order to complete a bridge to unite their lands. It takes mathematical reasoning to deduce the problem, and solution, when engineers from Queentopia and Kingopolis try to build a bridge that meets in the middle of the river. This is a great resource ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7977_42949?e=17|*|||,Common Factoring Polynomials and Grouping -Pre-Algebra Help,"This three minute video explains this process using a narrator and a white board. First, you must find the Factors for example 4(x+y)=4x+4y. In that equation 4 X and Y are the factors. An error is noted and corrected on the video. The video moves fairly rapidly and so the teacher may wish to stop it ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7977_51500?e=18|*|||,Prime Numbers and Prime Factorization,"This video explains factors: what they are and how to find them and then explains what a prime number is and how to find the prime factorization of composite numbers. The video displays steps and points without audio narration, so teachers will have to supplement with further instruction. The video stops ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7978_25768?e=19|*|||,Simplifying Exponents (Multiplication and Division),"Ms. Rebecca Newburn instructs students about how to properly address exponents when multiplying and dividing monomials. Ms. Newman also reminds viewers which errors to avoid and explains why the answers she gets are correct. Visual quality not in high definition, but sufficient enough to see examples.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7978_34086?e=0|*|||,Multiplying With Exponents,This animated selection defines the terms base and exponent. Students are shown how to solve a multiplication problem containing an exponent. This slide show could serve as an introduction or review.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7978_39253?e=1|*|||,The Exponent Zero,Any base number raised to the power zero results in the number one. This video shows several examples using number manipulatives accompanied by narration.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7986_39280?e=2|*|||,Multiplying Two Small Matrices,"In this video, an instructor explains the procedure for multiplying two small matrices. He also provides an example to show when two matrices cannot be multiplied. The problems are shown on a white board.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/7987_32890?e=3|*|||,Quadratic Equations - Factoring and Quadratic Formula,Solving Quadratic Equations by Factoring and by using the Quadratic Formula. Instructor uses a large pad with a black marker instead of a traditional board.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/81_60888?e=4|*|||,Grade 4 Math: Simplifying fractions and GCF,Examples of how to simplify fractions using the greatest common factor or GCF.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/8396_44407?e=5|*|||,Subtraction Using the Number Line - Common Core (Part 2 of 2),"In this video, Mr. Almeida shows how to add using the number line. This is one helpful way to model subtraction problems by drawing it out and addresses the Common Core State Standards for Mathematics objective: 2.MD.6 from the ""relate addition and subtraction to length"" cluster. This is a great resource ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/891_16311?e=6|*|||,Classifying Triangles,"This lesson defines and shows examples of various types of triangles: scalene, isosceles, equilateral, acute, obtuse, and right.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/892_10857?e=7|*|||,The Pythagorean Theorem,"Students learn the Pythagorean Theorem, which states that the sum of the squares of the lengths of the legs of a right triangle is equal to the square of the length of the hypotenuse, or a^2 + b^2 = c^2. Students are then asked to find missing side lengths of right triangles using the Pythagorean Theorem.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/892_16228?e=8|*|||,Pythagorean Theorem in 60 Seconds,The instructor uses a white board to demonstrate how to use the Pythagorean Theorem to find missing sides of a right triangle. One example is modeled using a step by step approach to plugging known values in to the formula for Pythagorean Theorem.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/892_16504?e=9|*|||,What Is the Pythagorean Theorem and How Do You Use it?,"The Pythagorean theorem is a formula used to solve side lengths of a right triangle, and it is expressed as A squared plus B squared equals C squared. The instructor uses a document camera to model what the Pythagorean Theorem is and how to use it.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/892_5638?e=10|*|||,Pythagorean Theorem - Yay Math,"Using the Pythagorean Theorem to solve for the sides of a triangle and to prove the triangle is right angled. White board in a class setting, some interaction, engaging, several examples of increasing complexity. The discussion is clear and understandable.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/9169_32840?e=11|*|||,"Multiplication Rule (Probability ""and"")","The instructor, while using computer software, discusses the multiplication rule in probability. The instructor talks a little fast, so this video will be more helpful if a classroom teacher supplements this information with prior discussion.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/936_40006?e=12|*|||,Summary Review of Number Talks--(Mental Math Reasoning),"This short video gives an excellent summary of the Number Talks Mental Math Reasoning program. The speaker goes over the main components of this program which includes: classroom environment, class discussion, teacher's role, rule of mental math, and purposeful computation problems. This is a great resource ...Show More ",WatchKnowLearn,English
